path_id,path_edge_id,edge_sequence,company_id,from_entity_id,to_entity_id,edge_type_source,edge_type_standardized,ownership_ratio,ownership_ratio_status,equity_path_flag,investor_entity_id,event_id,transaction_id,entry_method,investment_level,direct_indirect,transaction_date,date_precision,evidence_ids,source_path_status,standardized_path_status,standardization_basis,review_status
PATH-603418-00006,PATH-603418-00006-E01,1,603418,INV-603418-0010,STD-603418-ISSUER,CAPITAL_INCREASE_ENTRY,CAPITAL_INCREASE,,NOT_DISCLOSED,True,INV-603418-0010,EVT-603418-0003,TRX-603418-0003-01,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-603418-0004-01;EVD-603418-0004-02,AUTO_IDENTIFIED,CONFIRMED,PE/VC Paths Gold PASSED + Week7 PEVC status overlay,FINAL_APPROVED
PATH-603418-00007,PATH-603418-00007-E01,1,603418,INV-603418-0009,STD-603418-ISSUER,CAPITAL_INCREASE_ENTRY,CAPITAL_INCREASE,,NOT_DISCLOSED,True,INV-603418-0009,EVT-603418-0003,TRX-603418-0003-01,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-603418-0004-01;EVD-603418-0004-02,AUTO_IDENTIFIED,CONFIRMED,PE/VC Paths Gold PASSED + Week7 PEVC status overlay,FINAL_APPROVED
PATH-001,EDGE-001,1,301563,ENT-004,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-004,CE-003,,,ISSUER_LEVEL,DIRECT,2014-06,MONTH,EVD-008,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-002,EDGE-002,1,301563,ENT-005,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-005,CE-004,,,ISSUER_LEVEL,DIRECT,2014-08,MONTH,EVD-013,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-003,EDGE-003,1,301563,ENT-006,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-006,CE-004,,,ISSUER_LEVEL,DIRECT,2014-08,MONTH,EVD-014,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-004,EDGE-004,1,301563,ENT-007,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-007,CE-004,,,ISSUER_LEVEL,DIRECT,2014-08,MONTH,EVD-013,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-005,EDGE-005,1,301563,ENT-008,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-008,CE-007,,,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-006,EDGE-006,1,301563,ENT-009,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-009,CE-007,,,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-004;EVD-025,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-007,EDGE-007,1,301563,ENT-010,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-010,CE-007,,,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-008,EDGE-008,1,301563,ENT-011,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-011,CE-007,,,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-009,EDGE-009,1,301563,ENT-012,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-012,CE-007,,,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-017,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-010,EDGE-010,1,301563,ENT-013,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-013,CE-009,,,ISSUER_LEVEL,DIRECT,2018-04,MONTH,EVD-004;EVD-005,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-011,EDGE-011,1,301563,ENT-014,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-014,CE-010-01,,,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-018,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-012,EDGE-012,1,301563,ENT-015,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-015,CE-010-01,,,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006;EVD-018,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-013,EDGE-013,1,301563,ENT-016,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-016,CE-010-01,,,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-018,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-014,EDGE-014,1,301563,ENT-018,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-018,CE-010-01,,,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-015,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-015,EDGE-015,1,301563,ENT-019,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-019,CE-010-01,,,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006;EVD-019,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-016,EDGE-016,1,301563,ENT-024,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-024,CE-010-03,,,ISSUER_LEVEL,DIRECT,2018-06,MONTH,EVD-007;EVD-019,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-017,EDGE-017,1,301563,ENT-025,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-025,CE-010-03,,,ISSUER_LEVEL,DIRECT,2018-06,MONTH,EVD-007;EVD-019,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-018,EDGE-018,1,301563,ENT-026,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-026,CE-010-03,,,ISSUER_LEVEL,DIRECT,2018-06,MONTH,EVD-007;EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-019,EDGE-019,1,301563,ENT-027,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-027,CE-012,,,ISSUER_LEVEL,DIRECT,2020-05,MONTH,EVD-009,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-020,EDGE-020,1,301563,ENT-028,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-028,CE-013-01,,,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-010,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-021,EDGE-021,1,301563,ENT-029,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-029,CE-013-01,,,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-016,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-022,EDGE-022,1,301563,ENT-031,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-031,CE-013-02,,,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-023,EDGE-023,1,301563,ENT-036,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-036,CE-013-02,,,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-024,EDGE-024,1,301563,ENT-013,ENT-009,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-013,CE-009,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2018-04,MONTH,EVD-004,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-025,EDGE-025,1,301563,ENT-009,ENT-013,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-009,CE-009,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2018-04,MONTH,EVD-004;EVD-005,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-026,EDGE-026,1,301563,ENT-003,ENT-024,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-003,CE-010-03,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2018-06,MONTH,EVD-007,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-027,EDGE-027,1,301563,ENT-003,ENT-025,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-003,CE-010-03,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2018-06,MONTH,EVD-007,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-028,EDGE-028,1,301563,ENT-002,ENT-025,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-002,CE-010-03,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2018-06,MONTH,EVD-007,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-029,EDGE-029,1,301563,ENT-002,ENT-026,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-002,CE-010-03,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2018-06,MONTH,EVD-007,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-030,EDGE-030,1,301563,ENT-003,ENT-026,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-003,CE-013-02,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-031,EDGE-031,1,301563,ENT-002,ENT-031,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-002,CE-013-02,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-032,EDGE-032,1,301563,ENT-002,ENT-036,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-002,CE-013-02,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-033,EDGE-033,1,301563,ENT-020,ENT-036,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-020,CE-013-02,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-034,EDGE-034,1,301563,ENT-021,ENT-036,SHARE_TRANSFER,TRANSFER,,NOT_DISCLOSED,True,ENT-021,CE-013-02,,TRANSFER_ENTRY,SHAREHOLDER_LEVEL,DIRECT,2020-09,MONTH,EVD-011,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-035,EDGE-035,1,301563,ENT-005,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-005,CE-004,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2014-08,MONTH,EVD-002,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-036,EDGE-036,1,301563,ENT-006,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-006,CE-004,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2014-08,MONTH,EVD-002,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-037,EDGE-037,1,301563,ENT-007,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-007,CE-004,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2014-08,MONTH,EVD-002,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-038,EDGE-038,1,301563,ENT-005,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-005,CE-005,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-01,MONTH,EVD-002,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-039,EDGE-039,1,301563,ENT-006,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-006,CE-005,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-01,MONTH,EVD-002,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-040,EDGE-040,1,301563,ENT-007,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-007,CE-005,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-01,MONTH,EVD-002,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-041,EDGE-041,1,301563,ENT-008,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-008,CE-007,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-042,EDGE-042,1,301563,ENT-009,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-009,CE-007,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-043,EDGE-043,1,301563,ENT-010,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-010,CE-007,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-044,EDGE-044,1,301563,ENT-011,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-011,CE-007,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-045,EDGE-045,1,301563,ENT-012,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-012,CE-007,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-046,EDGE-046,1,301563,ENT-007,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-007,CE-007,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-047,EDGE-047,1,301563,ENT-014,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-014,CE-010-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-048,EDGE-048,1,301563,ENT-015,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-015,CE-010-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-049,EDGE-049,1,301563,ENT-016,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-016,CE-010-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-050,EDGE-050,1,301563,ENT-017,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-017,CE-010-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-051,EDGE-051,1,301563,ENT-018,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-018,CE-010-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-052,EDGE-052,1,301563,ENT-019,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-019,CE-010-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,,UNKNOWN,EVD-006,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-053,EDGE-053,1,301563,ENT-027,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-027,CE-012,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2020-05,MONTH,EVD-009,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-054,EDGE-054,1,301563,ENT-028,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-028,CE-013-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-010,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-055,EDGE-055,1,301563,ENT-029,ENT-ISSUER,CAPITAL_SUBSCRIPTION,CAPITAL_INCREASE,,NOT_DISCLOSED,True,ENT-029,CE-013-01,,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2020-09,MONTH,EVD-010,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-056,EDGE-056,1,301563,ENT-R001,ENT-009,FUND_SOURCE_REPRESENTED_INVESTMENT,OTHER,,NOT_DISCLOSED,True,ENT-R001,CE-007,,,INDIRECT_LEVEL,INDIRECT,2015-08,MONTH,EVD-004;EVD-025,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-056,EDGE-057,2,301563,ENT-009,ENT-ISSUER,DIRECT_SHAREHOLDING,EQUITY_HOLDING,,NOT_DISCLOSED,True,ENT-R001,CE-007,,,ISSUER_LEVEL,DIRECT,2015-08,MONTH,EVD-003;EVD-004,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-057,EDGE-058,1,301563,ENT-R002,ENT-013,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R002,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-005,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-058,EDGE-059,1,301563,ENT-R003,ENT-013,GENERAL_PARTNER_EXECUTIVE,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R003,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-005,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-059,EDGE-060,1,301563,ENT-R002,ENT-012,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R002,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-017,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-060,EDGE-061,1,301563,ENT-R004,ENT-006,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R004,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-014,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-061,EDGE-062,1,301563,ENT-R005,ENT-007,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R005,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-013,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-062,EDGE-063,1,301563,ENT-R006,ENT-018,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R006,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-015,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-063,EDGE-064,1,301563,ENT-R007,ENT-016,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R007,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-018,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-064,EDGE-065,1,301563,ENT-R008,ENT-029,GENERAL_PARTNER,GP_MANAGEMENT,,NOT_DISCLOSED,False,ENT-R008,,,,INDIRECT_LEVEL,INDIRECT,,UNKNOWN,EVD-016,确认通过,CONFIRMED,Stage8 path edge review_status=确认通过,FINAL_APPROVED
PATH-301606-0001,PATH-301606-0001-E01,1,301606,STD-301606-ZQS,STD-301606-ISSUER,EQUITY_HOLDING,EQUITY_HOLDING,0.7,DISCLOSED_COMPLETE,True,STD-301606-ZQS,EVT-301606-0001,TRX-301606-0001,ESTABLISHMENT_ENTRY,ISSUER_LEVEL,DIRECT,2012-03,MONTH,EVD-301606-0001,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
PATH-301606-0002,PATH-301606-0002-E01,1,301606,STD-301606-CJL,STD-301606-ISSUER,EQUITY_HOLDING,EQUITY_HOLDING,0.3,DISCLOSED_COMPLETE,True,STD-301606-CJL,EVT-301606-0001,TRX-301606-0001,ESTABLISHMENT_ENTRY,ISSUER_LEVEL,DIRECT,2012-03,MONTH,EVD-301606-0001,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
PATH-301606-0003,PATH-301606-0003-E01,1,301606,STD-301606-LVLIANZIXUN,STD-301606-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.16,DISCLOSED_COMPLETE,True,STD-301606-LVLIANZIXUN,EVT-301606-0003,TRX-301606-0003,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2018-12,MONTH,EVD-301606-0003,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
PATH-301606-0004,PATH-301606-0004-E01,1,301606,STD-301606-LVLIANHESHUN,STD-301606-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.05,DISCLOSED_COMPLETE,True,STD-301606-LVLIANHESHUN,EVT-301606-0004,TRX-301606-0004,CAPITAL_INCREASE_ENTRY,ISSUER_LEVEL,DIRECT,2020-07,MONTH,EVD-301606-0004,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
PATH-301606-0005,PATH-301606-0005-E01,1,301606,STD-301606-HS2,STD-301606-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.00398,DISCLOSED_COMPLETE,True,STD-301606-HS2,EVT-301606-0007,TRX-301606-0008,DIRECTIONAL_ISSUANCE_ENTRY,ISSUER_LEVEL,DIRECT,2021-06,MONTH,EVD-301606-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
PATH-301606-0006,PATH-301606-0006-E01,1,301606,STD-301606-HS3,STD-301606-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.00452,DISCLOSED_COMPLETE,True,STD-301606-HS3,EVT-301606-0007,TRX-301606-0008,DIRECTIONAL_ISSUANCE_ENTRY,ISSUER_LEVEL,DIRECT,2021-06,MONTH,EVD-301606-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
PATH-301606-0007,PATH-301606-0007-E01,1,301606,STD-301606-HS4,STD-301606-ISSUER,CAPITAL_INCREASE,CAPITAL_INCREASE,0.00486,DISCLOSED_COMPLETE,True,STD-301606-HS4,EVT-301606-0007,TRX-301606-0008,DIRECTIONAL_ISSUANCE_ENTRY,ISSUER_LEVEL,DIRECT,2021-06,MONTH,EVD-301606-0007,WEEK11_PROSPECTUS_IDENTIFIED,CONFIRMED,WEEK8_SCHEMA_V1.0_DIRECT_REUSE,FINAL_APPROVED
